mes_ano,tipo,evento,valor,macro_categoria,origem
2026-01,receita,REC.CH.EXTRA FÉRIAS,17.06,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.7,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,10.79,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,21.38,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.84,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,8.09,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,12.66,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,12.66,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,11.82,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,10.79,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,21.38,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.88,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,8.09,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.7,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,11.82,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,21.38,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.76,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.84,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.54,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.88,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,8.09,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,10.75,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,21.38,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.88,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,8.09,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.7,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,11.82,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,21.38,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,10.75,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,11.82,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,12.06,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.84,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.76,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.54,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,21.38,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,25.78,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.76,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,12.06,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.88,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,8.27,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,26.97,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.76,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.84,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.54,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,8.09,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,8.27,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,197.82,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,8.27,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,21.38,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.76,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.76,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,8.27,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,11.82,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.88,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,21.38,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.76,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,8.27,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,10.75,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.54,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.76,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.76,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,14.52,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.88,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,15.09,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.76,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,11.82,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.84,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.7,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,11.82,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.76,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,21.38,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,11.82,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,11.82,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,8.09,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,8.27,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,8.7,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,7.54,,xls
2026-01,receita,REC.CH.EXTRA FÉRIAS,8.27,,xls
2026-01,despesa,VALOR,2636.35,,xls
2026-01,receita,VALOR,1932.83,,xls
2026-01,receita,VALOR,2636.35,,xls
2026-01,receita,FUNDO OBRAS,2.06,,xls
2026-01,receita,FUNDO OBRAS,3.33,,xls
2026-01,receita,FUNDO OBRAS,2.84,,xls
2026-01,receita,FUNDO OBRAS,3.11,,xls
2026-01,receita,FUNDO OBRAS,2.04,,xls
2026-01,receita,FUNDO OBRAS,2.04,,xls
2026-01,receita,FUNDO OBRAS,3.4,,xls
2026-01,receita,FUNDO OBRAS,2.84,,xls
2026-01,receita,FUNDO OBRAS,2.04,,xls
2026-01,receita,FUNDO OBRAS,2.07,,xls
2026-01,receita,FUNDO OBRAS,3.33,,xls
2026-01,receita,FUNDO OBRAS,2.04,,xls
2026-01,receita,FUNDO OBRAS,1.98,,xls
2026-01,receita,FUNDO OBRAS,2.03,,xls
2026-01,receita,FUNDO OBRAS,3.17,,xls
2026-01,receita,FUNDO OBRAS,2.84,,xls
2026-01,receita,FUNDO OBRAS,3.11,,xls
2026-01,receita,FUNDO OBRAS,2.04,,xls
2026-01,receita,FUNDO OBRAS,5.63,,xls
2026-01,receita,FUNDO OBRAS,5.63,,xls
2026-01,receita,FUNDO OBRAS,2.04,,xls
2026-01,receita,FUNDO OBRAS,2.18,,xls
2026-01,receita,FUNDO OBRAS,3.33,,xls
2026-01,receita,FUNDO OBRAS,2.84,,xls
2026-01,receita,FUNDO OBRAS,2.83,,xls
2026-01,receita,FUNDO OBRAS,2.29,,xls
2026-01,receita,FUNDO OBRAS,2.06,,xls
2026-01,receita,FUNDO OBRAS,6.78,,xls
2026-01,receita,FUNDO OBRAS,2.04,,xls
2026-01,receita,FUNDO OBRAS,1.98,,xls
2026-01,receita,FUNDO OBRAS,2.13,,xls
2026-01,receita,FUNDO OBRAS,2.13,,xls
2026-01,receita,FUNDO OBRAS,3.18,,xls
2026-01,receita,FUNDO OBRAS,3.56,,xls
2026-01,receita,FUNDO OBRAS,2.03,,xls
2026-01,receita,FUNDO OBRAS,3.11,,xls
2026-01,receita,FUNDO OBRAS,2.04,,xls
2026-01,receita,FUNDO OBRAS,3.17,,xls
2026-01,receita,FUNDO OBRAS,4.49,,xls
2026-01,receita,FUNDO OBRAS,2.04,,xls
2026-01,receita,FUNDO OBRAS,3.86,,xls
2026-01,receita,FUNDO OBRAS,3.11,,xls
2026-01,receita,FUNDO OBRAS,3.33,,xls
2026-01,receita,FUNDO OBRAS,3.11,,xls
2026-01,receita,FUNDO OBRAS,2.84,,xls
2026-01,receita,FUNDO OBRAS,2.03,,xls
2026-01,receita,FUNDO OBRAS,2.53,,xls
2026-01,receita,FUNDO OBRAS,2.13,,xls
2026-01,receita,FUNDO OBRAS,2.13,,xls
2026-01,receita,FUNDO OBRAS,2.03,,xls
2026-01,receita,FUNDO OBRAS,2.83,,xls
2026-01,receita,FUNDO OBRAS,3.17,,xls
2026-01,receita,FUNDO OBRAS,2.13,,xls
2026-01,receita,FUNDO OBRAS,2.83,,xls
2026-01,receita,FUNDO OBRAS,2.03,,xls
2026-01,receita,FUNDO OBRAS,2.83,,xls
2026-01,receita,FUNDO OBRAS,3.11,,xls
2026-01,receita,FUNDO OBRAS,2.18,,xls
2026-01,receita,FUNDO OBRAS,3.33,,xls
2026-01,receita,FUNDO OBRAS,2.84,,xls
2026-01,receita,FUNDO OBRAS,2.04,,xls
2026-01,receita,FUNDO OBRAS,2.18,,xls
2026-01,receita,FUNDO OBRAS,7.01,,xls
2026-01,receita,FUNDO OBRAS,2.06,,xls
2026-01,receita,FUNDO OBRAS,2.04,,xls
2026-01,receita,FUNDO OBRAS,2.03,,xls
2026-01,receita,FUNDO OBRAS,2.07,,xls
2026-01,receita,FUNDO OBRAS,2.34,,xls
2026-01,receita,FUNDO OBRAS,3.11,,xls
2026-01,receita,FUNDO OBRAS,2.84,,xls
2026-01,receita,FUNDO OBRAS,2.07,,xls
2026-01,receita,FUNDO OBRAS,4.49,,xls
2026-01,receita,FUNDO OBRAS,2.03,,xls
2026-01,receita,FUNDO OBRAS,2.84,,xls
2026-01,receita,FUNDO OBRAS,5.63,,xls
2026-01,receita,FUNDO OBRAS,2.06,,xls
2026-01,receita,FUNDO OBRAS,2.13,,xls
2026-01,receita,FUNDO OBRAS,3.33,,xls
2026-01,receita,FUNDO OBRAS,3.33,,xls
2026-01,receita,FUNDO OBRAS,3.11,,xls
2026-01,receita,FUNDO OBRAS,2.84,,xls
2026-01,receita,FUNDO OBRAS,5.63,,xls
2026-01,receita,FUNDO OBRAS,2.07,,xls
2026-01,receita,FUNDO OBRAS,2.13,,xls
2026-01,receita,FUNDO OBRAS,2.03,,xls
2026-01,receita,FUNDO OBRAS,3.11,,xls
2026-01,receita,FUNDO OBRAS,5.63,,xls
2026-01,receita,FUNDO OBRAS,2.04,,xls
2026-01,receita,FUNDO OBRAS,2.06,,xls
2026-01,receita,FUNDO OBRAS,1.98,,xls
2026-01,receita,FUNDO OBRAS,2.07,,xls
2026-01,receita,FUNDO OBRAS,2.13,,xls
2026-01,receita,FUNDO OBRAS,2.83,,xls
2026-01,receita,FUNDO OBRAS,5.63,,xls
2026-01,receita,FUNDO OBRAS,2.07,,xls
2026-01,receita,FUNDO OBRAS,2.13,,xls
2026-01,receita,FUNDO OBRAS,2.03,,xls
2026-01,receita,FUNDO OBRAS,3.11,,xls
2026-01,receita,FUNDO OBRAS,5.63,,xls
2026-01,receita,FUNDO OBRAS,2.83,,xls
2026-01,receita,FUNDO OBRAS,3.11,,xls
2026-01,receita,FUNDO OBRAS,3.17,,xls
2026-01,receita,FUNDO OBRAS,2.06,,xls
2026-01,receita,FUNDO OBRAS,2.04,,xls
2026-01,receita,FUNDO OBRAS,1.98,,xls
2026-01,receita,FUNDO OBRAS,5.63,,xls
2026-01,receita,FUNDO OBRAS,6.78,,xls
2026-01,receita,FUNDO OBRAS,2.04,,xls
2026-01,receita,FUNDO OBRAS,3.17,,xls
2026-01,receita,FUNDO OBRAS,2.07,,xls
2026-01,receita,FUNDO OBRAS,2.18,,xls
2026-01,receita,FUNDO OBRAS,7.1,,xls
2026-01,receita,FUNDO OBRAS,2.04,,xls
2026-01,receita,FUNDO OBRAS,2.06,,xls
2026-01,receita,FUNDO OBRAS,1.98,,xls
2026-01,receita,FUNDO OBRAS,2.13,,xls
2026-01,receita,FUNDO OBRAS,2.18,,xls
2026-01,receita,FUNDO OBRAS,52.05,,xls
2026-01,receita,FUNDO OBRAS,2.18,,xls
2026-01,receita,FUNDO OBRAS,2.18,,xls
2026-01,receita,FUNDO OBRAS,5.63,,xls
2026-01,receita,FUNDO OBRAS,2.04,,xls
2026-01,receita,FUNDO OBRAS,2.04,,xls
2026-01,receita,FUNDO OBRAS,2.18,,xls
2026-01,receita,FUNDO OBRAS,3.11,,xls
2026-01,receita,FUNDO OBRAS,2.07,,xls
2026-01,receita,FUNDO OBRAS,5.63,,xls
2026-01,receita,FUNDO OBRAS,2.04,,xls
2026-01,receita,FUNDO OBRAS,2.18,,xls
2026-01,receita,FUNDO OBRAS,2.83,,xls
2026-01,receita,FUNDO OBRAS,1.98,,xls
2026-01,receita,FUNDO OBRAS,2.04,,xls
2026-01,receita,FUNDO OBRAS,2.04,,xls
2026-01,receita,FUNDO OBRAS,1.98,,xls
2026-01,receita,TELHADO,24.84,,xls
2026-01,receita,FUNDO OBRAS,1.98,,xls
2026-01,receita,FUNDO OBRAS,1.98,,xls
2026-01,receita,FUNDO OBRAS,2.32,,xls
2026-01,receita,FUNDO OBRAS,2.07,,xls
2026-01,receita,FUNDO OBRAS,2.06,,xls
2026-01,receita,FUNDO OBRAS,1.98,,xls
2026-01,receita,FUNDO OBRAS,2.04,,xls
2026-01,receita,FUNDO OBRAS,3.11,,xls
2026-01,receita,FUNDO OBRAS,2.06,,xls
2026-01,receita,FUNDO OBRAS,3.17,,xls
2026-01,receita,FUNDO OBRAS,2.03,,xls
2026-01,receita,FUNDO OBRAS,3.17,,xls
2026-01,receita,FUNDO OBRAS,3.11,,xls
2026-01,receita,FUNDO OBRAS,2.04,,xls
2026-01,receita,FUNDO OBRAS,5.63,,xls
2026-01,receita,FUNDO OBRAS,3.11,,xls
2026-01,receita,FUNDO OBRAS,3.11,,xls
2026-01,receita,FUNDO OBRAS,3.11,,xls
2026-01,receita,FUNDO OBRAS,2.13,,xls
2026-01,receita,FUNDO OBRAS,2.18,,xls
2026-01,receita,FUNDO OBRAS,2.29,,xls
2026-01,receita,FUNDO OBRAS,1.98,,xls
2026-01,receita,FUNDO OBRAS,2.18,,xls
2026-01,receita,FUNDO OBRAS,2.32,,xls
2026-01,despesa,RETIRADA P/POSTERIOR ACERTO,1900.0,,xls
2026-01,receita,REC.ALUG.DEPÓSITO,10.0,,xls
2026-01,receita,REC.ALUG.DEPÓSITO,10.0,,xls
2026-01,receita,REC.TAXA USO BOX,290.0,,xls
2026-01,receita,REC.ALUG.DEPÓSITO,20.0,,xls
2026-01,receita,REC.ALUG.DEPÓSITO,10.0,,xls
2026-01,receita,REC.TAXA USO BOX,290.0,,xls
2026-01,receita,REC.ALUG.DEPÓSITO,10.0,,xls
2026-01,receita,REC.ALUG.DEPÓSITO,20.0,,xls
2026-01,receita,REC.ALUG.DEPÓSITO,20.0,,xls
2026-01,receita,REC.ALUG.DEPÓSITO,20.0,,xls
2026-01,receita,REC.TAXA USO BOX,290.0,,xls
2026-01,receita,REC.TAXA USO BOX,290.0,,xls
2026-01,receita,REC.ALUG.DEPÓSITO,20.0,,xls
2026-01,receita,REC.ALUG.DEPÓSITO,10.0,,xls
2026-02,despesa,PG.TX.FIN.SD.DEV.01/2026,1292.0,,xls
2026-02,receita,REC.CONDOMÍNIO,286.96,,xls
2026-02,receita,REC.CONDOMÍNIO,782.88,,xls
2026-02,despesa,PG.REPAROS,1460.0,,xls
2026-02,receita,REC. MULTA,5.72,,xls
2026-02,receita,REC.CONDOMÍNIO,276.3,,xls
2026-02,receita,REC.CONDOMÍNIO,473.03,,xls
2026-02,receita,REC.CONDOMÍNIO,352.81,,xls
2026-02,receita,REC.CONDOMÍNIO,281.94,,xls
2026-02,receita,REC.CONDOMÍNIO,782.88,,xls
2026-02,receita,REC.CONDOMÍNIO,943.9,,xls
2026-02,receita,REC.CONDOMÍNIO,782.88,,xls
2026-02,receita,REC.CONDOMÍNIO,284.09,,xls
2026-02,receita,REC.CONDOMÍNIO,943.9,,xls
2026-02,receita,REC.CONDOMÍNIO,441.53,,xls
2026-02,despesa,PG.SÍNDICO PROF.,3871.0,,xls
2026-02,receita,REC.CONDOMÍNIO,395.01,,xls
2026-02,receita,REC.CONDOMÍNIO,284.09,,xls
2026-02,receita,REC.CONDOMÍNIO,286.96,,xls
2026-02,receita,REC.CONDOMÍNIO,463.7,,xls
2026-02,receita,REC.CONDOMÍNIO,284.09,,xls
2026-02,receita,REC.CONDOMÍNIO,395.01,,xls
2026-02,receita,REC.CONDOMÍNIO,288.4,,xls
2026-02,receita,REC.CONDOMÍNIO,463.7,,xls
2026-02,receita,REC.CONDOMÍNIO,395.01,,xls
2026-02,receita,REC.CONDOMÍNIO,288.4,,xls
2026-02,receita,REC.CONDOMÍNIO,432.93,,xls
2026-02,receita,REC. MULTA,5.56,,xls
2026-02,receita,REC.CONDOMÍNIO,268.66,,xls
2026-02,receita,REC.CONDOMÍNIO,442.26,,xls
2026-02,receita,REC.CONDOMÍNIO,318.44,,xls
2026-02,receita,REC.CONDOMÍNIO,296.27,,xls
2026-02,receita,REC.CONDOMÍNIO,281.94,,xls
2026-02,receita,REC.CONDOMÍNIO,284.09,,xls
2026-02,receita,REC.CONDOMÍNIO,284.09,,xls
2026-02,receita,REC.CONDOMÍNIO,276.22,,xls
2026-02,receita,REC.CONDOMÍNIO,288.4,,xls
2026-02,receita,REC.CONDOMÍNIO,393.59,,xls
2026-02,receita,REC.CONDOMÍNIO,284.09,,xls
2026-02,receita,REC.CONDOMÍNIO,782.88,,xls
2026-02,receita,REC.CONDOMÍNIO,284.09,,xls
2026-02,receita,REC.CONDOMÍNIO,432.93,,xls
2026-02,receita,REC.CONDOMÍNIO,284.09,,xls
2026-02,receita,REC.CONDOMÍNIO,284.09,,xls
2026-02,receita,REC.CONDOMÍNIO,281.94,,xls
2026-02,receita,REC.CONDOMÍNIO,393.59,,xls
2026-02,receita,REC.CONDOMÍNIO,441.53,,xls
2026-02,receita,REC.CONDOMÍNIO,302.7,,xls
2026-02,receita,REC.CONDOMÍNIO,395.01,,xls
2026-02,receita,REC.CONDOMÍNIO,284.09,,xls
2026-02,receita,REC.CONDOMÍNIO,284.09,,xls
2026-02,receita,REC.CONDOMÍNIO,463.7,,xls
2026-02,despesa,PG.TRANSAÇÕES BCO.TED,45.0,,xls
2026-02,receita,REC. MULTA,7.92,,xls
2026-02,receita,REC.CONDOMÍNIO,382.81,,xls
2026-02,receita,REC.CONDOMÍNIO,281.94,,xls
2026-02,receita,REC.CONDOMÍNIO,441.53,,xls
2026-02,receita,REC.CONDOMÍNIO,393.59,,xls
2026-02,receita,REC.CONDOMÍNIO,441.53,,xls
2026-02,receita,REC.CONDOMÍNIO,463.7,,xls
2026-02,receita,REC.CONDOMÍNIO,395.01,,xls
2026-02,receita,REC.CONDOMÍNIO,463.7,,xls
2026-02,receita,REC.CONDOMÍNIO,624.74,,xls
2026-02,receita,REC.CONDOMÍNIO,976.1,,xls
2026-02,receita,REC.CONDOMÍNIO,284.09,,xls
2026-02,receita,REC.CONDOMÍNIO,296.27,,xls
2026-02,receita,REC.CONDOMÍNIO,782.88,,xls
2026-02,receita,REC.CONDOMÍNIO,286.96,,xls
2026-02,receita,REC.CONDOMÍNIO,432.93,,xls
2026-02,despesa,PG.DECLARAÇÃO PMPA/ISSQNDEC,40.0,,xls
2026-02,despesa,PG.ISSQN,930.21,,xls
2026-02,receita,REC.CONDOMÍNIO,495.2,,xls
2026-02,receita,REC.CONDOMÍNIO,326.32,,xls
2026-02,receita,REC.CONDOMÍNIO,296.27,,xls
2026-02,receita,REC.CONDOMÍNIO,281.94,,xls
2026-02,receita,REC.CONDOMÍNIO,432.93,,xls
2026-02,receita,REC.CONDOMÍNIO,395.01,,xls
2026-02,receita,REC.CONDOMÍNIO,432.93,,xls
2026-02,receita,REC.CONDOMÍNIO,288.4,,xls
2026-02,receita,REC.CONDOMÍNIO,296.27,,xls
2026-02,receita,REC.CONDOMÍNIO,624.74,,xls
2026-02,receita,REC.CONDOMÍNIO,281.94,,xls
2026-02,receita,REC.CONDOMÍNIO,395.01,,xls
2026-02,receita,REC.CONDOMÍNIO,782.88,,xls
2026-02,receita,REC.CONDOMÍNIO,286.96,,xls
2026-02,receita,REC.CONDOMÍNIO,296.27,,xls
2026-02,receita,REC.CONDOMÍNIO,463.7,,xls
2026-02,receita,REC.CONDOMÍNIO,432.93,,xls
2026-02,receita,REC.CONDOMÍNIO,395.01,,xls
2026-02,receita,REC.CONDOMÍNIO,782.88,,xls
2026-02,receita,REC.CONDOMÍNIO,286.96,,xls
2026-02,receita,REC.CONDOMÍNIO,276.22,,xls
2026-02,receita,REC.CONDOMÍNIO,288.4,,xls
2026-02,receita,REC.CONDOMÍNIO,296.27,,xls
2026-02,receita,REC.CONDOMÍNIO,463.7,,xls
2026-02,receita,REC.CONDOMÍNIO,281.94,,xls
2026-02,receita,REC.CONDOMÍNIO,432.93,,xls
2026-02,receita,REC.CONDOMÍNIO,782.88,,xls
2026-02,receita,REC.CONDOMÍNIO,284.09,,xls
2026-02,receita,REC.CONDOMÍNIO,286.96,,xls
2026-02,receita,REC.CONDOMÍNIO,276.22,,xls
2026-02,receita,REC.CONDOMÍNIO,288.4,,xls
2026-02,receita,REC.CONDOMÍNIO,296.27,,xls
2026-02,receita,REC.CONDOMÍNIO,393.59,,xls
2026-02,receita,REC.CONDOMÍNIO,782.88,,xls
2026-02,receita,REC.CONDOMÍNIO,288.4,,xls
